Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
spanje53,spanje53,,0,357,1,1,2,1,1,2,3,0.4,0.458333,1315.619048,0.003391,0,0.00016,0,0.007856,3
BloemPolak,BloemPolak,,0,1761,0,2,2,0,2,2,1,1,1,0,0,0.00366,0.000143,0,0,4
EdVoet,EdVoet,,0,1762,0,1,1,0,1,1,1,1,1,0,0,0.000025,0.000143,0,0,2
PVoortuin,PVoortuin,,0,1763,0,2,2,0,2,2,17,0.101862,0.111533,0,0,0.002092,0.000143,0.5,0,2
hanselfsteden,hanselfsteden,,0,383,1,0,1,1,0,1,0,0,0,0,0.000424,0,0.000208,0,0.002549,2
pvvstadutrecht,pvvstadutrecht,,0,59,5,1,6,6,1,7,1,1,1,1.5,0.009281,0.000989,0.000286,0.133333,0.015429,1
Roshandra2013,Roshandra2013,,0,1764,1,2,3,1,2,3,2,0.75,0.833333,3,0.000262,0.0304,0.000157,0.166667,0.001803,1
Ed43846667,Ed43846667,,0,1765,1,4,5,1,4,5,15,0.1385,0.16262,1040,0,0.004052,0.000265,0,0.001803,2
Jl_vn_dldn,Jl_vn_dldn,,0,1766,0,1,1,0,1,1,1,1,1,0,0,0.006429,0.000143,0,0,2
zegtwatzewil,zegtwatzewil,,0,634,2,7,9,2,8,10,16,0.115089,0.141658,9227.962049,0.001881,0.036808,0.000193,0.083333,0.004785,1
BasB053,BasB053,,0,625,1,1,2,1,1,2,1,1,1,1294,0.001876,0,0.000152,0,0.002982,1
zsplintersz,zsplintersz,,0,1767,0,1,1,0,1,1,1,1,1,0,0,0.003997,0.000143,0,0,2
antivirusje,antivirusje,,0,635,1,2,3,1,2,3,1,1,1,3,0.002262,0.006327,0.00015,0,0.002264,2
Odysseus_ohdie,Odysseus_ohdie,,0,873,2,7,9,2,8,10,14,0.137721,0.166633,2503.856274,0.002463,0.027324,0.000221,0.071429,0.005829,1
ale_rolan,ale_rolan,,0,634,4,7,11,4,9,13,15,0.122116,0.147303,24707.254038,0.005631,0.012398,0.000289,0.045455,0.012646,2
Pensionados_NL,Pensionados_NL,,0,1768,0,1,1,0,1,1,1,1,1,0,0,0.000025,0.000143,0,0,2
arno40745293,arno40745293,,0,1771,0,3,3,0,3,3,17,0.107506,0.124979,0,0,0.003972,0.000143,0,0,3
AleksandarDavi8,AleksandarDavi8,,0,1772,0,2,2,0,2,2,20,0.082607,0.098611,0,0,0.03232,0.000143,1,0,1
fff007,fff007,,0,1773,0,2,2,0,2,2,20,0.082686,0.099026,0,0,0.030741,0.000143,0.5,0,1
peeters_emiel,peeters_emiel,,0,1776,0,3,3,0,3,3,17,0.103479,0.121329,0,0,0.000095,0.000143,0,0,1
DunK_058,DunK_058,,0,1777,0,3,3,0,3,3,17,0.101904,0.112279,0,0,0.002784,0.000143,0,0,1
jmorika,jmorika,,0,1775,1,2,3,1,2,3,20,0.082607,0.098611,43.2,0.000005,0.03232,0.000184,0.333333,0.001803,1
mariannezw,mariannezw,,0,626,2,0,2,2,0,2,0,0,0,0,0.000919,0,0.000275,0,0.004131,2
Wonders_Always,Wonders_Always,,0,699,4,0,4,4,0,4,0,0,0,0,0.001218,0,0.000292,0.083333,0.007673,4
Dieswit1,Dieswit1,,0,1774,1,2,3,1,2,3,20,0.082607,0.098611,43.2,0.000005,0.03232,0.000184,0.333333,0.001803,1
WaalsChris,WaalsChris,,0,1778,2,0,2,2,0,2,0,0,0,0,0.000266,0,0.000265,0,0.003606,2
elizemanis,elizemanis,,0,1779,0,2,2,0,2,2,2,0.625,0.7,0,0,0.000985,0.000143,0,0,1
Dick26939374,Dick26939374,,0,1780,0,2,2,0,2,2,16,0.111123,0.120267,0,0,0.004843,0.000143,0,0,0
lentekriebel,lentekriebel,,0,634,1,9,10,1,9,10,14,0.138617,0.165932,50032.537851,0.000044,0.018811,0.000438,0.111111,0.009197,4
Boduoghnat,Boduoghnat,,0,1781,0,1,1,0,1,1,17,0.103746,0.113441,0,0,0.000016,0.000143,0,0,2
criticaenco,criticaenco,,0,634,2,2,4,2,2,4,16,0.115643,0.129919,2336.308333,0.000322,0.000376,0.000338,0,0.00729,2
VOnrecht,VOnrecht,,0,1782,0,3,3,0,3,3,1,1,1,0,0,0.008422,0.000143,0,0,3
Thea26981247,Thea26981247,,0,1783,0,2,2,0,2,2,17,0.108284,0.126386,0,0,0.001778,0.000143,0,0,2
SchefferlieJos,SchefferlieJos,,0,277,1,5,6,1,5,6,2,0.777778,0.857143,1289.416667,0.002437,0.038112,0.000152,0.1,0.00251,2
P_Hoogeveen,P_Hoogeveen,,0,1784,0,2,2,0,2,2,15,0.123476,0.134012,0,0,0.004655,0.000143,0.5,0,0
TeusTvG2,TeusTvG2,,0,634,1,4,5,1,5,6,14,0.131214,0.151004,38128.450684,0.000799,0.007426,0.000167,0.05,0.002978,3
Chestman225,Chestman225,,0,1785,0,1,1,0,1,1,15,0.123343,0.133141,0,0,0.00445,0.000143,0,0,0
WimWonders,WimWonders,,0,1786,0,2,2,0,2,2,16,0.111857,0.122036,0,0,0.005081,0.000143,0,0,2
andrevanes,andrevanes,,0,1702,1,1,2,1,1,2,4,0.357143,0.466667,0,0,0.000003,0.000446,0,0.002864,4
Dirkussssstweet,Dirkussssstweet,,0,124,3,0,3,3,0,3,0,0,0,0,0.001487,0,0.001898,0,0.020832,0
zeeschilder,zeeschilder,,0,1787,2,4,6,4,4,8,17,0.108465,0.128367,922.333333,0.000179,0.003999,0.000221,0.133333,0.004656,4
gaypalace,gaypalace,,0,1788,0,5,5,0,5,5,17,0.103977,0.118444,0,0,0.008711,0.000143,0.1,0,2
ajbeefde,ajbeefde,,0,1790,0,7,7,0,10,10,17,0.103711,0.12947,0,0,0.002909,0.000143,0.02381,0,2
Isa_Yusibov,Isa_Yusibov,,0,508,3,0,3,4,0,4,0,0,0,0,0.001345,0,0.000332,0,0.012568,2
zwartepiet,zwartepiet,,0,995,4,0,4,4,0,4,0,0,0,0,0.000061,0,0.000526,0.166667,0.009116,3
rollemanmos,rollemanmos,,0,1050,1,4,5,1,7,8,16,0.112896,0.135905,313.223232,0.000837,0.012603,0.000173,0.2,0.003314,2
maryfloor,maryfloor,,0,1792,0,2,2,0,2,2,16,0.120922,0.146648,0,0,0.000533,0.000143,0,0,2
_Seraphina_x,_Seraphina_x,,0,1791,1,1,2,1,1,2,1,1,1,1,0.000027,0.000256,0.000204,0,0.001803,2
lisanne_lis,lisanne_lis,,0,1793,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
WimVoermans88,WimVoermans88,,0,386,1,1,2,1,1,2,1,1,1,38.666667,0.000743,0.000212,0.000198,0,0.003081,2
Breinbrouwsels,Breinbrouwsels,,0,1795,1,3,4,1,3,4,16,0.100377,0.113466,415.6,0.000007,0.000251,0.000185,0,0.002328,3
bck20k,bck20k,,0,1796,0,2,2,0,3,3,1,1,1,0,0,0.010911,0.000143,0,0,2
Cryptomaniacqk,Cryptomaniacqk,,0,1797,0,3,3,0,3,3,1,1,1,0,0,0.006802,0.000143,0,0,3
Flexcontroller,Flexcontroller,,0,1674,2,2,4,3,2,5,1,1,1,1.5,0.002094,0.000983,0.000183,0.166667,0.003606,2
GingerTroncon,GingerTroncon,,0,1798,0,2,2,0,2,2,20,0.082826,0.09966,0,0,0.032288,0.000143,0.5,0,1
Doornuook,Doornuook,,0,283,9,0,9,11,0,11,0,0,0,0,0.006597,0,0.000567,0.041667,0.021876,2
iamER4SE,iamER4SE,,0,634,3,2,5,6,3,9,17,0.112308,0.130892,1283.111111,0.003872,0.006459,0.000231,0.25,0.006739,0
Dickderooij4,Dickderooij4,,0,1799,0,3,3,0,3,3,1,1,1,0,0,0.007301,0.000143,0,0,2
Wiekkie70,Wiekkie70,,0,634,1,3,4,1,3,4,20,0.082885,0.100475,202.824901,0.002067,0.032638,0.000151,0.083333,0.002466,1
jvanamsterdam,jvanamsterdam,,0,733,3,3,6,5,5,10,20,0.081928,0.091978,2094.619048,0.001693,0.003063,0.000479,0.1,0.008195,4
gustare020,gustare020,,0,561,1,1,2,1,1,2,1,1,1,3,0.002594,0.00013,0.000151,0,0.0028,2
Blont63,Blont63,,0,1800,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000107,0.000143,0,0,3
Francien69,Francien69,,0,560,1,1,2,1,2,3,1,1,1,2,0.002594,0.004342,0.000151,0,0.0028,1
Edvdijk,Edvdijk,,0,1802,0,2,2,0,2,2,3,0.555556,0.666667,0,0,0.000083,0.000143,0,0,3
TTHAgain,TTHAgain,,0,1801,1,1,2,1,1,2,2,0.666667,0.75,2,0.000004,0.000097,0.000204,0,0.001803,3
ikkeOokikke1,ikkeOokikke1,,0,458,1,2,3,2,2,4,1,1,1,83.7,0.003033,0.001658,0.000166,0,0.00475,1
FrankBerkemeier,FrankBerkemeier,,0,1803,0,2,2,0,2,2,1,1,1,0,0,0.007162,0.000143,0,0,2
TJTuono,TJTuono,,0,1805,0,2,2,0,2,2,19,0.082955,0.091339,0,0,0.00047,0.000143,0,0,2
RonvanArnhem,RonvanArnhem,,0,1804,1,2,3,1,2,3,18,0.090137,0.099665,1037,0.000024,0.0025,0.000204,0,0.001803,2
Bram36350300,Bram36350300,,0,1806,1,2,3,1,2,3,1,1,1,0,0.0003,0.005979,0.000249,0.5,0.002328,3
fl_bart,fl_bart,,0,1806,1,2,3,1,2,3,1,1,1,0,0.0003,0.005979,0.000249,0.5,0.002328,3
NPO1,NPO1,,0,112,3,0,3,4,0,4,0,0,0,0,0.002601,0,0.00077,0,0.042519,2
Tiffany4ever,Tiffany4ever,,0,1808,0,4,4,0,5,5,18,0.09526,0.108757,0,0,0.005739,0.000143,0.083333,0,2
HenkJKwant,HenkJKwant,,0,1807,1,3,4,1,3,4,18,0.092936,0.102455,6,0.000288,0.002651,0.000174,0.083333,0.001803,2
berkenrand,berkenrand,,0,1809,0,1,1,0,1,1,1,1,1,0,0,0.001293,0.000143,0,0,1
Maurice_Rossem,Maurice_Rossem,,0,634,2,26,28,2,73,75,15,0.128454,0.169517,46540.131094,0.000158,0.034956,0.000323,0.017094,0.005821,4
have_joke,have_joke,,0,1810,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.006776,0.000143,0,0,3
prochange1,prochange1,,0,230,3,0,3,3,0,3,0,0,0,0,0.005624,0,0.00022,0,0.010313,3
jackieketarn,jackieketarn,,0,1618,6,1,7,8,1,9,2,0.666667,0.75,8,0.000566,0,0.000735,0.033333,0.012103,2
DeugerFrans,DeugerFrans,,0,1811,0,3,3,0,3,3,19,0.087811,0.100004,0,0,0.006591,0.000143,0,0,3
xbmcnederland,xbmcnederland,,0,634,3,2,5,3,2,5,20,0.082745,0.099983,342.11746,0.006972,0.04251,0.000223,0.3,0.00803,1
Erikjens,Erikjens,,0,6,2,0,2,2,0,2,0,0,0,0,0.000656,0,0.001526,0,0.01434,2
JeanLagaune,JeanLagaune,,0,1812,1,1,2,1,2,3,21,0.076377,0.087165,1033,0,0.000079,0.000265,0,0.001803,1
Brainiac0123,Brainiac0123,,0,1813,0,4,4,0,4,4,1,1,1,0,0,0.015034,0.000143,0,0,2
horse_equipment,horse_equipment,,0,1027,3,0,3,4,0,4,0,0,0,0,0.00553,0,0.000195,0,0.006332,3
berckm,berckm,,0,81,1,1,2,1,1,2,1,1,1,0,0.001633,0.000603,0.000203,0.5,0.004562,1
hitje89,hitje89,,0,634,3,10,13,4,12,16,15,0.125869,0.150329,4052.041522,0.006338,0.040313,0.000203,0.051282,0.011445,2
rj_mulder,rj_mulder,,0,1814,0,2,2,0,2,2,1,1,1,0,0,0.006793,0.000143,0,0,2
Richard53219697,Richard53219697,,0,1402,1,1,2,1,1,2,1,1,1,1,0.000024,0.001705,0.000174,0,0.001803,2
bastiaanheming,bastiaanheming,,0,1815,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
a_shrubbery,a_shrubbery,,0,1816,0,3,3,0,3,3,20,0.084693,0.107063,0,0,0.043008,0.000143,0.666667,0,1
Louis_Hoofddorp,Louis_Hoofddorp,,0,1817,0,3,3,0,3,3,2,0.8,0.875,0,0,0.030487,0.000143,0.166667,0,2
swifcity_56,swifcity_56,,0,1818,0,3,3,0,3,3,16,0.111243,0.121158,0,0,0.005051,0.000143,0,0,1
plugie72,plugie72,,0,1819,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
MerlijnPeter,MerlijnPeter,,0,510,1,2,3,1,2,3,2,0.75,0.833333,508.642857,0.000798,0.001608,0.000246,0.166667,0.007158,2
Soul7Food,Soul7Food,,0,559,2,0,2,2,0,2,0,0,0,0,0.004019,0,0.000162,0,0.004603,1
Breeybomen,Breeybomen,,0,1820,0,2,2,0,2,2,16,0.112306,0.126674,0,0,0.000076,0.000143,0,0,3
D_in_the_Double,D_in_the_Double,,0,1081,3,1,4,3,1,4,15,0.123343,0.133141,15476.896753,0.000117,0.00445,0.000282,0.166667,0.007157,3
CheckDico,CheckDico,,0,351,4,0,4,15,0,15,0,0,0,0,0.006598,0,0.00025,0,0.014596,3
MarjanChristian,MarjanChristian,,0,348,5,0,5,6,0,6,0,0,0,0,0.008226,0,0.000263,0,0.010807,0
Eric32364350,Eric32364350,,0,1821,0,4,4,0,4,4,20,0.082945,0.101903,0,0,0.045362,0.000143,0.166667,0,1
MarcelVelner,MarcelVelner,,0,1822,0,2,2,0,2,2,1,1,1,0,0,0.001609,0.000143,0.5,0,3
gedoei,gedoei,,0,1823,0,2,2,0,2,2,18,0.09559,0.105924,0,0,0.000463,0.000143,0,0,2
RechtsRr,RechtsRr,,0,1824,0,2,2,0,2,2,15,0.123448,0.133979,0,0,0.004473,0.000143,0,0,2
BergsmaGert,BergsmaGert,,0,1825,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.027754,0.000143,0,0,2
Annie17611362,Annie17611362,,0,1826,1,1,2,1,1,2,17,0.10819,0.125541,1033,0,0.001756,0.000265,0,0.001803,2
tha_oracle,tha_oracle,,0,1827,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.000007,0.000143,0,0,1
TheDutch_Dude83,TheDutch_Dude83,,0,1299,1,2,3,1,2,3,1,1,1,1.5,0.001627,0.015186,0.000161,0,0.001803,1
RanMarwin,RanMarwin,,0,1314,2,3,5,2,3,5,17,0.102093,0.11337,266.486341,0.002975,0.002114,0.000185,0.1,0.003606,2
uit_dam,uit_dam,,0,1313,2,0,2,2,0,2,0,0,0,0,0.000543,0,0.00022,0.5,0.004529,2
insanitykitty_,insanitykitty_,,0,155,3,0,3,3,0,3,0,0,0,0,0.003852,0,0.000255,0,0.020484,4
RTLnieuws,RTLnieuws,,0,246,10,0,10,13,0,13,0,0,0,0,0.009603,0,0.000595,0.022222,0.03288,1
Norch_Centraal,Norch_Centraal,,0,1829,0,4,4,0,4,4,18,0.094994,0.109033,0,0,0.006216,0.000143,0.083333,0,2
verwilderd,verwilderd,,0,1830,0,3,3,0,3,3,16,0.112391,0.129206,0,0,0.000451,0.000143,0,0,1
mokumse30,mokumse30,,0,1831,0,2,2,0,3,3,3,0.533333,0.604167,0,0,0.002077,0.000143,0,0,3
keiNN94142771,keiNN94142771,,0,1833,0,7,7,0,7,7,2,0.888889,0.9375,0,0,0.050648,0.000143,0,0,2
Robin03226131,Robin03226131,,0,1834,0,4,4,0,4,4,20,0.084547,0.10934,0,0,0.046096,0.000143,0.25,0,1
mzzl,mzzl,,0,582,2,2,4,2,2,4,2,0.625,0.7,2592.1,0.003835,0.000022,0.00019,0,0.004255,2
DEXTER01978276,DEXTER01978276,,0,1835,0,1,1,0,1,1,1,1,1,0,0,0.006429,0.000143,0,0,2
radioKorenwolf,radioKorenwolf,,0,1836,0,2,2,0,6,6,1,1,1,0,0,0.000983,0.000143,0,0,2
edlinders,edlinders,,0,1837,0,4,4,0,4,4,16,0.111267,0.121925,0,0,0.010735,0.000143,0,0,1
avonturix,avonturix,,0,1840,0,6,6,0,7,7,15,0.131158,0.162788,0,0,0.011373,0.000143,0.1,0,2
Lalamyth,Lalamyth,,0,1839,1,2,3,1,2,3,24,0.062938,0.072484,15.5,0.00057,0.005085,0.000164,0,0.001803,2
Muziekschuur,Muziekschuur,,0,1842,0,2,2,0,2,2,3,0.555556,0.666667,0,0,0,0.000143,0,0,2
PVV4Freedom,PVV4Freedom,,0,1843,1,3,4,1,3,4,13,0.160096,0.194824,1068,0,0.006588,0.000204,0,0.001803,3
Justin_DigiT,Justin_DigiT,,0,143,3,0,3,3,0,3,0,0,0,0,0.002045,0,0.000212,0.333333,0.009367,2
DoortjeJee,DoortjeJee,,0,145,1,5,6,1,5,6,3,0.642857,0.759259,1294,0.000729,0.00536,0.000168,0.15,0.003471,2
nadadictator,nadadictator,,0,1841,1,1,2,1,1,2,1,1,1,1,0,0.006429,0.000204,0,0.001803,2
Johan53394081,Johan53394081,,0,1033,3,0,3,4,0,4,0,0,0,0,0.000625,0,0.000239,0,0.005409,2
AlexMiedema,AlexMiedema,,0,40,5,3,8,6,3,9,1,1,1,1293,0.004097,0.005029,0.00026,0.196429,0.016381,2
CosmosDoctor2,CosmosDoctor2,,0,696,2,0,2,2,0,2,0,0,0,0,0.003412,0,0.000235,0,0.004783,2
dutch4fun1,dutch4fun1,,0,1844,0,2,2,0,2,2,1,1,1,0,0,0.005002,0.000143,0,0,2
salvatore1976cs,salvatore1976cs,,0,939,2,3,5,2,3,5,1,1,1,6,0.000125,0.000519,0.000217,0.1,0.004067,2
reindevries76,reindevries76,,0,1595,1,1,2,1,1,2,1,1,1,1,0.000347,0,0.000164,0,0.001803,3
JvdGr1jn,JvdGr1jn,,0,1845,0,3,3,0,3,3,3,0.5,0.571429,0,0,0.004769,0.000143,0,0,1
TonnVan,TonnVan,,0,1846,0,2,2,0,2,2,16,0.111099,0.120245,0,0,0.01126,0.000143,0,0,0
novasatus,novasatus,,0,1847,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000008,0.000143,0,0,0
ItsmeLa92432949,ItsmeLa92432949,,0,634,1,24,25,2,28,30,14,0.202194,0.266595,66637.621506,0.003033,0.084942,0.000166,0.04,0.00475,1
pvwell,pvwell,,0,1848,1,4,5,1,6,7,16,0.120904,0.147378,337.383333,0.000242,0.01951,0.000174,0.1,0.001803,2
Arnopeperkoorn,Arnopeperkoorn,,0,634,2,1,3,2,1,3,20,0.082626,0.098162,0,0.007427,0.030661,0.000176,0.333333,0.005662,1
Giodewappie,Giodewappie,,0,1739,2,0,2,3,0,3,0,0,0,0,0,0,0.000326,0,0.003606,0
AsriasMoon,AsriasMoon,,0,293,2,3,5,2,3,5,1,1,1,21.5,0.000079,0.008806,0.000514,0,0.006822,2
Cohenos,Cohenos,,0,634,1,5,6,1,5,6,14,0.156151,0.177651,0,0.003033,0.030017,0.000166,0.2,0.00475,1
Xenia143964,Xenia143964,,0,456,2,0,2,2,0,2,0,0,0,0,0.004537,0,0.000194,1,0.007338,1
RobbertSocial,RobbertSocial,,0,1849,0,1,1,0,1,1,16,0.108577,0.125941,0,0,0.002259,0.000143,0,0,2
casperjansen,casperjansen,,0,1850,0,2,2,0,2,2,18,0.099682,0.116567,0,0,0.03297,0.000143,0.5,0,1
AartiNNNN,AartiNNNN,,0,634,1,1,2,1,1,2,14,0.122246,0.133356,1609.514286,0.003211,0.00029,0.000164,0,0.003334,1
VexiusxWoW,VexiusxWoW,,0,1315,1,1,2,1,1,2,1,1,1,0,0.002539,0.010844,0.000161,0.5,0.001803,3
Harrienack,Harrienack,,0,1851,2,1,3,2,1,3,1,1,1,1,0.000321,0.002914,0.000225,0.166667,0.003606,2
lindah56,lindah56,,0,1857,0,9,9,0,9,9,16,0.117634,0.140518,0,0,0.000626,0.000143,0,0,2
yvanlunzen,yvanlunzen,,0,1856,1,4,5,1,4,5,2,0.7,0.785714,6,0.000031,0.001936,0.000157,0.05,0.001803,2
LeuterDe,LeuterDe,,0,1858,1,2,3,1,2,3,1,1,1,2,0.000276,0.011714,0.000204,0,0.001803,2
DianaMeijer1,DianaMeijer1,,0,1859,1,6,7,1,6,7,15,0.12425,0.148909,93,0.00081,0.016232,0.000149,0,0.001803,0
willlems66,willlems66,,0,1861,1,1,2,1,1,2,19,0.083253,0.088558,0,0.000214,0,0.000212,0,0.002328,2
S_Marjan,S_Marjan,,0,1861,1,4,5,1,4,5,18,0.090805,0.098925,1034,0,0.004275,0.000324,0,0.002328,2
posityphus,posityphus,,0,274,1,0,1,1,0,1,0,0,0,0,0.001527,0,0.000187,0,0.002342,1
Cornelia1949,Cornelia1949,,0,649,2,1,3,2,2,4,1,1,1,16,0.002605,0.000184,0.000189,0.166667,0.006303,2
Mareishere,Mareishere,,0,1863,0,2,2,0,2,2,1,1,1,0,0,0.000479,0.000143,0,0,3
Daantje2021,Daantje2021,,0,1862,2,0,2,2,0,2,0,0,0,0,0.000024,0,0.000326,0,0.003606,3
Jump4all,Jump4all,,0,1864,0,2,2,0,2,2,1,1,1,0,0,0.009847,0.000143,0,0,2
Martin_2e,Martin_2e,,0,1865,0,2,2,0,2,2,15,0.123507,0.134302,0,0,0.004474,0.000143,0.5,0,0
Oozelivveneer,Oozelivveneer,,0,1866,0,2,2,0,2,2,20,0.082607,0.098611,0,0,0.032015,0.000143,0.5,0,1
holadiejee,holadiejee,,0,39,2,0,2,2,0,2,0,0,0,0,0.000537,0,0.000237,0.5,0.006734,2
Rebel_Harrie,Rebel_Harrie,,0,1867,0,2,2,0,2,2,18,0.09063,0.096862,0,0,0.000311,0.000143,0,0,2
WWoltersz,WWoltersz,,0,1860,2,0,2,2,0,2,0,0,0,0,0.00023,0,0.000273,0,0.004131,2
C_e_e_s_,C_e_e_s_,,0,1868,0,6,6,0,8,8,18,0.092777,0.103352,0,0,0.00569,0.000143,0.1,0,2
nicoeeltink,nicoeeltink,,0,1869,0,1,1,0,1,1,1,1,1,0,0,0.001555,0.000143,0,0,3
segabastards,segabastards,,0,1870,0,2,2,0,2,2,16,0.108794,0.12021,0,0,0.0014,0.000143,0.5,0,2
ch_chrisjan,ch_chrisjan,,0,1871,0,3,3,0,3,3,21,0.076643,0.090628,0,0,0.01178,0.000143,0,0,0
_Johan_C_,_Johan_C_,,0,634,2,5,7,2,5,7,15,0.124352,0.138078,15454.801623,0.001631,0.015683,0.000223,0.047619,0.00868,3
AlexKoopmans1,AlexKoopmans1,,0,1508,1,5,6,2,6,8,3,0.578947,0.69697,9.333333,0.000015,0.009395,0.000168,0.1,0.001803,3
schilderliesbe1,schilderliesbe1,,0,1872,0,4,4,0,4,4,15,0.133808,0.152494,0,0,0.011719,0.000143,0.083333,0,0
LianeCallas,LianeCallas,,0,1873,0,2,2,0,2,2,1,1,1,0,0,0.011275,0.000143,0,0,2
TheovanDorst12,TheovanDorst12,,0,1874,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000032,0.000143,0.5,0,3
elzenwoud,elzenwoud,,0,1875,0,1,1,0,1,1,1,1,1,0,0,0.010844,0.000143,0,0,2
LAMBIK_,LAMBIK_,,0,634,1,1,2,2,1,3,16,0.125182,0.142023,1386.783333,0.00715,0.000031,0.00015,0,0.004235,1
HetEnige,HetEnige,,0,878,1,1,2,1,1,2,1,1,1,0.75,0.001664,0.005496,0.000149,0,0.003712,1
JaapdeRuiter6,JaapdeRuiter6,,0,1876,0,2,2,0,2,2,17,0.101862,0.111533,0,0,0.002181,0.000143,0,0,2
Wijkkie,Wijkkie,,0,1877,0,2,2,0,2,2,1,1,1,0,0,0.014841,0.000143,0,0,2
RobertV58855236,RobertV58855236,,0,1878,0,3,3,0,3,3,17,0.108315,0.127177,0,0,0.00472,0.000143,0,0,2
zwimpie024,zwimpie024,,0,875,3,4,7,3,5,8,1,1,1,30.166667,0.001309,0.0026,0.000346,0.15,0.008501,2
JanPeters2,JanPeters2,,0,874,3,0,3,3,0,3,0,0,0,0,0.000138,0,0.000397,0.833333,0.009016,2
buitenbouwer,buitenbouwer,,0,875,2,2,4,3,2,5,2,0.666667,0.75,0,0.000134,0.000072,0.000278,0.666667,0.006011,2
MarcelB024,MarcelB024,,0,875,1,3,4,1,3,4,2,0.8,0.875,0,0.00013,0.000079,0.000217,0.666667,0.003543,2
Christi26510644,Christi26510644,,0,1879,0,4,4,0,5,5,2,0.666667,0.75,0,0,0.022415,0.000143,0,0,2
MartinusArend,MartinusArend,,0,295,3,1,4,3,1,4,1,1,1,348.980952,0.004075,0.000263,0.000274,0,0.010392,1
JvanMokum,JvanMokum,,0,1880,0,3,3,0,3,3,24,0.062895,0.0727,0,0,0.005518,0.000143,0,0,2
Rigidisc,Rigidisc,,0,1881,0,2,2,0,2,2,17,0.101924,0.111907,0,0,0.002332,0.000143,0.5,0,2
EdZwarthoed,EdZwarthoed,,0,634,1,4,5,1,4,5,15,0.12346,0.146423,7280.915079,0.001845,0.003825,0.000167,0.05,0.002864,2
RietbergenNiels,RietbergenNiels,,0,175,3,1,4,3,1,4,3,0.473684,0.518519,1196.403571,0.00237,0.00014,0.000369,0,0.020319,2
MSmitje,MSmitje,,0,975,1,1,2,1,1,2,1,1,1,1,0.000145,0.003599,0.000161,0,0.001803,2
Klimaatactie,Klimaatactie,,0,151,3,1,4,12,1,13,1,1,1,2.5,0.006839,0.00096,0.001348,0.25,0.185664,4
Cathy30865646,Cathy30865646,,0,1882,0,4,4,0,4,4,15,0.123535,0.13548,0,0,0.020296,0.000143,0,0,2
mickeymeat,mickeymeat,,0,555,1,3,4,1,3,4,1,1,1,5.25,0.000116,0.020407,0.000161,0,0.003416,2
MediawatcherNL,MediawatcherNL,,0,1246,1,1,2,2,1,3,1,1,1,1,0.000009,0.00096,0.000184,0,0.001803,2
hidingplac3s,hidingplac3s,,0,1883,0,2,2,0,2,2,16,0.110706,0.120117,0,0,0.006045,0.000143,0.5,0,3
DionneLinskens,DionneLinskens,,0,1884,0,3,3,0,3,3,17,0.102404,0.112413,0,0,0.001788,0.000143,0,0,1
nanno_jonkers,nanno_jonkers,,0,1885,0,2,2,0,2,2,15,0.123417,0.133948,0,0,0.004898,0.000143,0,0,1
theo_vanderwal,theo_vanderwal,,0,1887,0,3,3,0,3,3,2,0.8,0.875,0,0,0.010932,0.000143,0,0,2
CookieCat34,CookieCat34,,0,1889,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.010871,0.000143,0,0,2
Symph0ny3,Symph0ny3,,0,1888,2,1,3,2,1,3,1,1,1,1.333333,0.000546,0.005277,0.000245,0,0.003606,2
KlaasSchuil,KlaasSchuil,,0,1890,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
teundeplakker,teundeplakker,,0,1891,0,3,3,0,3,3,1,1,1,0,0,0.002744,0.000143,0,0,2
connyschol,connyschol,,0,292,1,2,3,1,2,3,1,1,1,0,0.001389,0.005002,0.000147,0.333333,0.004062,2
EllenKegge,EllenKegge,,0,1892,0,1,1,0,1,1,22,0.071021,0.079253,0,0,0,0.000143,0,0,1
Davidtje21,Davidtje21,,0,1894,0,4,4,0,4,4,3,0.588235,0.683333,0,0,0.001265,0.000143,0,0,2
arieslob,arieslob,,0,1893,2,0,2,2,0,2,0,0,0,0,0.000087,0,0.000235,0,0.003606,2
stut2711,stut2711,,0,1895,0,2,2,0,3,3,3,0.5,0.611111,0,0,0.0003,0.000143,0,0,2
svandamme_nl,svandamme_nl,,0,1897,0,3,3,0,3,3,1,1,1,0,0,0.000338,0.000143,0.5,0,2
