Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,eigencentrality
BeauRTL,BeauRTL,,0,3003,2,0,2,2,0,2,0,0,0,0,0.002034,0,0,0.000132,0.5,0.004799
Rick262728,Rick262728,,0,3077,0,1,1,0,1,1,1,1,1,0,0,0.001644,0,0.000113,0,0
Onbegonnen,Onbegonnen,,0,3078,0,2,2,0,2,2,1,1,1,0,0,0.00472,4,0.000113,0,0
JGenip,JGenip,,0,3079,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
MeningAnonieme,MeningAnonieme,,0,3080,0,1,1,0,1,1,1,1,1,0,0,0.000386,0,0.000113,0,0
giesje,giesje,,0,2243,1,0,1,1,0,1,0,0,0,0,0.000319,0,4,0.000132,0,0.001911
CommuniterHold1,CommuniterHold1,,0,3082,0,6,6,0,8,8,1,1,1,0,0,0.002038,1,0.000113,0,0
Donkerwoud,Donkerwoud,,0,3081,1,0,1,2,0,2,0,0,0,0,0.0001,0,1,0.000129,0,0.001911
robinkaljouw,robinkaljouw,,0,2310,2,0,2,2,0,2,0,0,0,0,0.001866,0,0,0.000159,0,0.004378
dalli66,dalli66,,0,3083,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
ctr_alt_forward,ctr_alt_forward,,0,1388,1,4,5,1,4,5,2,0.7,0.785714,35,0.000032,0.000587,1,0.000129,0,0.002608
vriesbgde,vriesbgde,,0,1163,1,0,1,1,0,1,0,0,0,0,0.000249,0,0,0.000145,0,0.001911
PelleBerting,PelleBerting,,0,3084,0,1,1,0,1,1,1,1,1,0,0,0.000279,4,0.000113,0,0
Ihaveadreammlk2,Ihaveadreammlk2,,0,2094,1,5,6,1,5,6,24,0.08779,0.111802,290.166667,0.00002,0.0087,0,0.000137,0.066667,0.001911
EdwinOosterhoff,EdwinOosterhoff,,0,2734,1,0,1,1,0,1,0,0,0,0,0.000854,0,5,0.000132,0,0.001911
npo,npo,,0,1187,1,0,1,1,0,1,0,0,0,0,0.000534,0,1,0.000161,0,0.001911
mol_marit,mol_marit,,0,3085,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
RonnyDeVries1,RonnyDeVries1,,0,3086,0,2,2,0,2,2,1,1,1,0,0,0.020159,0,0.000113,0,0
RobertMichiels3,RobertMichiels3,,0,3089,0,2,2,0,2,2,22,0.116012,0.153621,0,0,0.000331,0,0.000113,0,0
JevedeB,JevedeB,,0,3088,1,2,3,1,2,3,1,1,1,2,0.000016,0.00397,0,0.000161,0,0.001911
HomePiggy,HomePiggy,,0,3090,0,1,1,0,1,1,1,1,1,0,0,0.000033,2,0.000113,0,0
Kozp,Kozp,,0,484,2,0,2,2,0,2,0,0,0,0,0.000664,0,2,0.000259,0,0.004993
mastermattie,mastermattie,,0,3091,1,2,3,1,4,5,2,0.5625,0.611111,0,0.000303,0.006171,5,0.000196,0.5,0.002467
ayalalev8D,ayalalev8D,,0,3091,1,2,3,2,2,4,2,0.5625,0.611111,0,0.000303,0.006171,5,0.000196,0.5,0.002467
HoogerwerfIvo,HoogerwerfIvo,,0,3094,0,6,6,0,6,6,22,0.072688,0.096108,0,0,0.040747,4,0.000113,0.066667,0
MSilvercloud,MSilvercloud,,0,3093,1,2,3,1,2,3,1,1,1,0,0.002002,0.00472,4,0.000129,0.333333,0.001911
GeertvanBoxtel,GeertvanBoxtel,,0,45,2,0,2,2,0,2,0,0,0,0,0.000006,0,0,0.000249,0.5,0.005678
Humbertotan,Humbertotan,,0,3004,1,0,1,1,0,1,0,0,0,0,0.000531,0,0,0.000127,0,0.002888
robmueller2302,robmueller2302,,0,3095,0,1,1,0,1,1,1,1,1,0,0,0.003961,0,0.000113,0,0
Kaboute96321146,Kaboute96321146,,0,440,1,0,1,1,0,1,0,0,0,0,0.001287,0,0,0.000126,0,0.004577
jeroendonker,jeroendonker,,0,3096,0,1,1,0,1,1,24,0.088432,0.104257,0,0,0,2,0.000113,0,0
EVanderclooten,EVanderclooten,,0,3106,0,17,17,0,32,32,1,1,1,0,0,0.012202,3,0.000113,0,0
CDA,CDA,,0,3105,1,0,1,1,0,1,0,0,0,0,0.0006,0,3,0.000119,0,0.001911
PVVD,PVVD,,0,3104,1,0,1,1,0,1,0,0,0,0,0.0006,0,3,0.000119,0,0.001911
Volt,Volt,,0,3103,1,0,1,1,0,1,0,0,0,0,0.0006,0,3,0.000119,0,0.001911
CarlijnHTL,CarlijnHTL,,0,869,3,3,6,7,5,12,2,0.8,0.875,0,0.000056,0.00056,1,0.001009,1,0.017095
NoniTwit1,NoniTwit1,,0,3108,0,4,4,0,7,7,2,0.75,0.833333,0,0,0.013437,0,0.000113,0.166667,0
Rchrdb,Rchrdb,,0,3107,1,0,1,1,0,1,0,0,0,0,0.00066,0,0,0.000137,0,0.001911
iOrgDev,iOrgDev,,0,3109,0,1,1,0,1,1,1,1,1,0,0,0.001907,4,0.000113,0,0
tricolorerwb,tricolorerwb,,0,3110,0,3,3,0,3,3,2,0.8,0.875,0,0,0.039533,1,0.000113,0.166667,0
WellenVan1,WellenVan1,,0,3111,0,1,1,0,1,1,2,0.533333,0.5625,0,0,0.006156,5,0.000113,0,0
GeraldVieze,GeraldVieze,,0,3116,1,9,10,1,9,10,19,0.118917,0.15775,684,0.001428,0.064238,1,0.000137,0.055556,0.001911
JansensAdriaan,JansensAdriaan,,0,3117,0,2,2,0,2,2,1,1,1,0,0,0.000011,0,0.000113,0,0
dunhelmonder,dunhelmonder,,0,3119,0,3,3,0,3,3,2,0.8,0.875,0,0,0.028755,1,0.000113,0.166667,0
McDonald_69,McDonald_69,,0,3118,1,0,1,1,0,1,0,0,0,0,0.001413,0,1,0.000145,0,0.001911
DMWorldLAev,DMWorldLAev,,0,3120,0,1,1,0,1,1,1,1,1,0,0,0.000206,4,0.000113,0,0
RichardvH,RichardvH,,0,3121,0,1,1,0,1,1,24,0.087181,0.105282,0,0,0.002002,0,0.000113,0,0
jdaguardaguerr1,jdaguardaguerr1,,0,3122,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
KnupjesDinges,KnupjesDinges,,0,3123,0,1,1,0,1,1,1,1,1,0,0,0.000098,0,0.000113,0,0
JanNieuwste,JanNieuwste,,0,1102,1,0,1,1,0,1,0,0,0,0,0.000496,0,0,0.000132,0,0.001911
Jeltjeb,Jeltjeb,,0,1101,3,1,4,3,1,4,24,0.087181,0.105282,2015,0.000758,0.002002,0,0.000242,0,0.005733
joost_eggink,joost_eggink,,0,3124,0,1,1,0,1,1,1,1,1,0,0,0.000038,0,0.000113,0,0
EricaAnita68,EricaAnita68,,0,3126,0,3,3,0,3,3,1,1,1,0,0,0.016882,0,0.000113,0,0
PeterRabbit4444,PeterRabbit4444,,0,3127,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000056,1,0.000113,0,0
lienwsn,lienwsn,,0,3128,0,2,2,0,2,2,19,0.095211,0.115375,0,0,0.001342,1,0.000113,0.5,0
tinuswilniet,tinuswilniet,,0,3129,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
GustafGutierrez,GustafGutierrez,,0,3130,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003691,4,0.000113,0,0
reneetje10,reneetje10,,0,3131,0,2,2,0,2,2,23,0.071489,0.095674,0,0,0.00339,4,0.000113,0,0
FortunaWall,FortunaWall,,0,3132,0,4,4,0,5,5,20,0.091389,0.112634,0,0,0.005481,1,0.000113,0,0
TonMelis,TonMelis,,0,3133,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
name30_no,name30_no,,0,3134,0,1,1,0,1,1,1,1,1,0,0,0.000159,0,0.000113,0,0
frmoutrspace,frmoutrspace,,0,3135,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
KAvezaath,KAvezaath,,0,3092,1,0,1,1,0,1,0,0,0,0,0.002002,0,4,0.000129,0,0.001911
nelsonaddo96,nelsonaddo96,,0,1645,1,0,1,2,0,2,0,0,0,0,0.003135,0,1,0.000118,0,0.001911
Punder6,Punder6,,0,3136,0,1,1,0,1,1,1,1,1,0,0,0.000001,5,0.000113,0,0
Jean01229097,Jean01229097,,0,3137,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.023685,1,0.000113,0,0
Rettiwt131313,Rettiwt131313,,0,3138,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
Hengelonu,Hengelonu,,0,236,1,0,1,1,0,1,0,0,0,0,0.002875,0,0,0.000119,0,0.003396
nebukenazzer3,nebukenazzer3,,0,3139,0,1,1,0,1,1,25,0.0803,0.093906,0,0,0.000037,0,0.000113,0,0
Lerac57,Lerac57,,0,234,1,3,4,1,3,4,1,1,1,3459,0.002875,0,0,0.000119,0,0.003396
joenroll,joenroll,,0,3140,0,1,1,0,1,1,1,1,1,0,0,0.000608,1,0.000113,0,0
2_bloempje,2_bloempje,,0,3141,0,1,1,0,1,1,22,0.072116,0.086139,0,0,0.029673,1,0.000113,0,0
life_of_esther,life_of_esther,,0,2847,1,0,1,1,0,1,0,0,0,0,0.000118,0,5,0.000137,0,0.001911
sandravanp,sandravanp,,0,2846,1,0,1,1,0,1,0,0,0,0,0.000118,0,5,0.000137,0,0.001911
NHnieuws,NHnieuws,,0,128,1,0,1,1,0,1,0,0,0,0,0.000017,0,4,0.000604,0,0.011022
schlamanp,schlamanp,,0,3144,0,3,3,0,3,3,1,1,1,0,0,0.000575,0,0.000113,0,0
Defensie,Defensie,,0,3143,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.000145,0,0.001911
MinBZK,MinBZK,,0,3142,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.000145,0,0.001911
Shelb88997430,Shelb88997430,,0,1363,1,0,1,1,0,1,0,0,0,0,0.002167,0,3,0.000116,0,0.001911
salvatore1976cs,salvatore1976cs,,0,3145,0,3,3,0,3,3,1,1,1,0,0,0.000494,4,0.000113,0,0
doo_jabba,doo_jabba,,0,3146,0,2,2,0,2,2,1,1,1,0,0,0.002342,0,0.000113,0,0
LuciferPlucifer,LuciferPlucifer,,0,3147,0,5,5,0,6,6,1,1,1,0,0,0.017286,0,0.000113,0,0
Henk_Vertrokken,Henk_Vertrokken,,0,432,1,0,1,1,0,1,0,0,0,0,0.001147,0,1,0.000126,0,0.003174
Mudler1908,Mudler1908,,0,3148,0,1,1,0,1,1,1,1,1,0,0,0.001637,4,0.000113,0,0
Richardkuijer,Richardkuijer,,0,3149,0,1,1,0,1,1,1,1,1,0,0,0.000419,0,0.000113,0,0
Karel58673420,Karel58673420,,0,132,1,6,7,1,6,7,2,0.8,0.875,3499.833333,0.000311,0.021232,0,0.000142,0,0.003967
JustMeNL1,JustMeNL1,,0,124,1,1,2,1,1,2,1,1,1,2.333333,0.000311,0.008802,0,0.000142,0,0.003967
funboyxxl,funboyxxl,,0,865,1,7,8,2,8,10,2,0.888889,0.9375,6,0.005145,0.028431,4,0.000118,0.035714,0.001911
YpeSmid,YpeSmid,,0,3150,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
itsPandowla,itsPandowla,,0,3151,0,1,1,0,1,1,1,1,1,0,0,0.00012,3,0.000113,0,0
joeyvandalen,joeyvandalen,,0,497,2,0,2,2,0,2,0,0,0,0,0.000814,0,0,0.000147,1,0.005489
zozo39138903,zozo39138903,,0,496,2,0,2,2,0,2,0,0,0,0,0.000814,0,0,0.000147,1,0.005489
CinneVac,CinneVac,,0,3152,0,2,2,0,2,2,1,1,1,0,0,0.000357,4,0.000113,0,0
IkNet,IkNet,,0,817,3,0,3,3,0,3,0,0,0,0,0.000034,0,4,0.000278,0,0.009306
Novaxx62,Novaxx62,,0,3153,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.013429,0,0.000113,0.5,0
bijltjes1,bijltjes1,,0,326,2,5,7,2,6,8,2,0.857143,0.916667,2343.166667,0.005072,0.017209,0,0.000251,0.066667,0.006326
Marechaussee,Marechaussee,,0,324,1,0,1,2,0,2,0,0,0,0,0.00506,0,1,0.000119,0,0.00378
Mowikan,Mowikan,,0,2195,1,0,1,1,0,1,0,0,0,0,0.002908,0,0,0.000122,0,0.001911
klapstoel_,klapstoel_,,0,65,1,0,1,1,0,1,0,0,0,0,0.001147,0,1,0.000126,0,0.003174
cascrypto,cascrypto,,0,3154,0,1,1,0,1,1,1,1,1,0,0,0.000437,2,0.000113,0,0
Nuchterheid,Nuchterheid,,0,3155,0,1,1,0,1,1,1,1,1,0,0,0.00037,0,0.000113,0,0
RaeMee30,RaeMee30,,0,3156,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.004946,0,0.000113,0,0
Jetze79,Jetze79,,0,3157,0,2,2,0,2,2,1,1,1,0,0,0.007569,3,0.000113,0,0
GeenLinks,GeenLinks,,0,3158,0,2,2,0,2,2,1,1,1,0,0,0.013679,0,0.000113,0,0
Willem23131596,Willem23131596,,0,439,1,0,1,1,0,1,0,0,0,0,0.001287,0,0,0.000126,0,0.004577
AStruis,AStruis,,0,3159,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003691,4,0.000113,0,0
WOONPROTEST,WOONPROTEST,,0,1631,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000501,0,0.004841
_Seraphina_x,_Seraphina_x,,0,3160,0,1,1,0,1,1,1,1,1,0,0,0.000244,0,0.000113,0,0
robzoni,robzoni,,0,3161,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.02456,1,0.000113,0,0
FerdiePeters,FerdiePeters,,0,3162,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
plucassen60,plucassen60,,0,3164,0,1,1,0,1,1,20,0.087052,0.101826,0,0,0,1,0.000113,0,0
relicriticus,relicriticus,,0,3163,1,2,3,1,2,3,19,0.095211,0.115375,674,0,0.001342,1,0.000209,0.166667,0.001911
Jinek_RTL,Jinek_RTL,,0,667,4,0,4,31,0,31,0,0,0,0,0.008252,0,3,0.00015,0,0.008435
RenkensPeter,RenkensPeter,,0,3165,0,1,1,0,1,1,1,1,1,0,0,0.000698,1,0.000113,0,0
RTL4,RTL4,,0,3102,2,0,2,5,0,5,0,0,0,0,0.001193,0,3,0.000126,0,0.003822
Veronica,Veronica,,0,3101,2,0,2,5,0,5,0,0,0,0,0.001193,0,3,0.000126,0,0.003822
Ad,Ad,,0,3100,2,0,2,5,0,5,0,0,0,0,0.001193,0,3,0.000126,0,0.003822
NR,NR,,0,3099,1,0,1,1,0,1,0,0,0,0,0.0006,0,3,0.000119,0,0.001911
Volkskrant,Volkskrant,,0,3098,2,0,2,5,0,5,0,0,0,0,0.001193,0,3,0.000126,0,0.003822
weter_bet,weter_bet,,0,3166,0,2,2,0,2,2,1,1,1,0,0,0.000302,4,0.000113,0,0
BoekhoornErika,BoekhoornErika,,0,3167,0,2,2,0,2,2,2,0.5625,0.611111,0,0,0.011378,1,0.000113,0,0
peekok1,peekok1,,0,3168,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000031,0,0.000113,0,0
zonderaap,zonderaap,,0,3171,1,6,7,1,6,7,24,0.087751,0.111919,5,0.000111,0.003236,1,0.000145,0.095238,0.001911
AnnaMar53723721,AnnaMar53723721,,0,3170,1,3,4,1,3,4,1,1,1,0,0.000159,0.000735,1,0.000133,0.25,0.002399
HoekstraSumone,HoekstraSumone,,0,3169,2,0,2,2,0,2,0,0,0,0,0.000195,0,1,0.000171,0.5,0.004861
elsmichielsen,elsmichielsen,,0,3173,2,5,7,3,5,8,3,0.512821,0.591667,40,0.001205,0.00994,4,0.000178,0.047619,0.004933
appeltroenen,appeltroenen,,0,3172,1,0,1,1,0,1,0,0,0,0,0.000488,0,4,0.000143,0,0.003022
ceesrodenburg,ceesrodenburg,,0,3174,0,1,1,0,1,1,1,1,1,0,0,0.000419,0,0.000113,0,0
SoyBjanka,SoyBjanka,,0,3175,0,1,1,0,1,1,1,1,1,0,0,0.00037,0,0.000113,0,0
BERBOOI,BERBOOI,,0,3176,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
Jay2007V,Jay2007V,,0,1365,2,0,2,2,0,2,0,0,0,0,0.001782,0,4,0.000151,0,0.004799
Lina77292532,Lina77292532,,0,3177,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
SerTheFun,SerTheFun,,0,3178,0,2,2,0,2,2,1,1,1,0,0,0.005551,3,0.000113,0,0
Otin_Marco,Otin_Marco,,0,3179,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000062,5,0.000113,0,0
Lafoto111418,Lafoto111418,,0,402,1,0,1,1,0,1,0,0,0,0,0.001098,0,4,0.000122,0,0.003291
LigtenRolf,LigtenRolf,,0,492,2,3,5,3,3,6,23,0.097649,0.129389,65471.566667,0.001721,0.000082,5,0.000141,0.2,0.006308
klokmichael,klokmichael,,0,1396,1,3,4,1,3,4,23,0.067892,0.082884,669,0.000919,0.002375,1,0.000127,0.083333,0.001911
ditdenkikdus,ditdenkikdus,,0,3180,0,1,1,0,1,1,1,1,1,0,0,0.000843,4,0.000113,0,0
DKJNMenen,DKJNMenen,,0,3181,0,1,1,0,1,1,1,1,1,0,0,0.000023,1,0.000113,0,0
VrijBlij4Mij,VrijBlij4Mij,,0,3182,0,1,1,0,1,1,1,1,1,0,0,0.000423,5,0.000113,0,0
MrWalke24995152,MrWalke24995152,,0,3183,0,2,2,0,2,2,1,1,1,0,0,0.007221,0,0.000113,0,0
martijnadriche4,martijnadriche4,,0,3184,0,1,1,0,1,1,1,1,1,0,0,0.000698,1,0.000113,0,0
WokeVanHipstra,WokeVanHipstra,,0,492,3,10,13,9,10,19,13,0.160391,0.201425,213898.483333,0.00106,0.011302,3,0.000289,0.066667,0.017115
Elize_NL,Elize_NL,,0,63,1,0,1,1,0,1,0,0,0,0,0.001147,0,1,0.000126,0,0.003174
coronaexposed1,coronaexposed1,,0,3185,0,2,2,0,2,2,1,1,1,0,0,0.00472,4,0.000113,0,0
