clean_text_string,modularity_class
waarom gaat half voledam kozp megafoons kantoor klaar,2
reageerde alleen tikfout originele tweet waardoor ipv kozp kopz ging,4
ga normaal elkaar gesprek ga vooral vanuit t hele land veranderen even terug komen volendam waarom kozp druk maken volendam witte nederlander amper geaccepteerd,0
nou leg voorgedrukte aangiftes vast klaar kozp volendam,2
mogen wedden volendam proces broek krijgen kozp,4
witte man columnisten cancelculture kozp demonstranten fysiek werden aangevallen volendam maakt wel weer even duidelijk wiens vrijheid spreken beschermen namelijk status quo,4
geweld betogers letterlijk mond gesnoerd interpreteer anders wanneer volendammers dom gereageerd hadden demo nooit nieuwswaardig juist escalatie kreeg exposure kozp zocht,4
jahoor,1
zeggen kozp verkeerde opvatting past dorp volendam volgens heel simpel demonstratie ieder geval ongewenst bedreigend ervaren idiotie dorpelingen moeten lossen,0
zeggen kozp verkeerde opvatting past dorp volendam volgens heel simpel demonstratie ieder geval ongewenst bedreigend ervaren idiotie dorpelingen moeten lossen,0
zeggen kozp verkeerde opvatting past dorp volendam volgens heel simpel demonstratie ieder geval ongewenst bedreigend ervaren idiotie dorpelingen moeten lossen,0
vreedzaam schei joh hadden megafoon moeten voeren blaaskaken terroristenclubje kozp,1
harses zien jij n kozp dwaasje,1
tijd kozp terroristen keihard pakken onderhand wel aangebroken hardste schreeuwers paar blanke akwasie kussende relnichten,1
weet pas racisten heel kozp bij1 zei voorheen erg racisme word steeds erger dankzij jullie jullie cre ren haat elkaar stop daarmee leuk vind negeren i p v mensen jullie moeten negeren,0
jullie willen inzien erg jullie maakt juist erger voorheen domme acties jullie trots triest waarom voorheen minder gezeik sinds kozp bij1 gekomen word steeds erger,0
1 persoon kwetst zp heel land dupe kozp maakt juist erger,0
leg hele tijd feest kinderfeest kozp gene verziekt samen relschoppers blijf gewoon weg relschoppers heel simpel demonstreren haat opzoeken,0
moeilijk begrijpen demonstraten puur uitlokken mensen af komen juist leuk vinden mensen vernederen kozp gewoon stoppen weg blijven gezeik moeilijk begrijpen,0
kozp kozp bedanken geworden,0
man staat gelijk racist echt hoor jij spoort echt waarom nooit gedoe voordat kozp zicht gekomen word alleen erger kozp jij mensen trappen erin kozp doet geld bewezen,0
onzin elke idioot zoals gerda onruststoker laat gewoon racisme kozp juist opstoken verergeren mensen juist probleem,0
wit persoon jij triest wierdo persoon jerry lul respecteert dwaas denk even voorheen nooit gedoe gezeik sinds kozp gedoe gezeik flikker gewoon weer rustig zoals,0
geld he droef toeter luister vriend waarom nooit gezeik voorheen sinds kozp jullie rotkoppen alleen gezeik overall probleem juist jij welke idioot knakker volgt idioot snap gewoon,0
vraag jij kozp probleem voorheen nooit gedoe sinds kozp wel juist kozp geloof prettige sinterklaas feest,0
triest volk voorheen kozp gedoe gezeik what ever sinds jullie idioten ouders zullen vast trots jullie not zowel gestoord sinds jullie kozp alleen gedoe probleem jullie flikker,0
weet pas racistisch heel groepje kozp voorheen nooit problemen sinds kozp gezeik gedoe probleem juist kozp onrust zoekt hou gewoon leuk vind ga gewoon weg doe anders laat,0
mogguh johan begrijp jou den annie zoveel dingen waar moe word coronamaatregelen k treclames alarmssystemen kozp demonstraties gelukkig weer achter rug we eenmaal koningshuis amalia 1 2,2
kozp subsidie weer veilig gesteld,4
vrijheids strijders volendam urk,1
aanschouw geweld racisme haat gepredikt haat zul ontvangen,1
kozp geweld eieren gooien symptoom level up stenen wapen,1
kozp,2
jullie minderwaardig voelen ga therapie neem simons mee begint genoeg krijgen slachterofferroltypes weet mensen beginnen ontwakenen gaan zien jullie onderdeel the great reset,1
maakt man vrouw welke kleur klaagt intimidatie intimidatie gekeken klacht terecht,1
waarom zwarte piet racistisch,1
kozp doet stellen zwarte piet racsime iedereen uitmaken racist mensen niemand lastig vallen feest verpesten zwarte piet racisme iig tijd zwarte piet leuk,1
benieuwd racistisch vind,1
ach komt karma hoek kijken kozp sneller denkt,2
kozp kwaad politie omgekeerde wereld weer kwaad kozp verspillen kostb,2
founder nederlandwordtbeter alvast goed idee nederlandwordtbeter namelijk jij land verlaat ga duitsers lekker pesten kozp idioot,2
blijkt wij ander zicht plicht moeders kind ergens gevaar zien persoonlijk afstappen kunt uitleggen waarom leden kozp racisten bestempelt vind best heftige uitspraak,2
illusie meerderheid zwartepiet terug zeik kinderfeestje laf demonstreren kinderfeestje kinderen angst boezemen stelletje idioten,1
overheid subsidieert tweedeling polarisatie racistische relschoppers kozp steunen,1
hoort kick out kozp beweging afrika eigen zwarte stamhoofden verkocht blanken ga stamhoofden afrika lastig vallen blijf meteen voel thuis eigen cultuur rot doe normaal respecteer,1
zonde ei zeg,1
zwarte knikkers,1
o gut oliebol aangelopen,1
o joh kozp,2
jij jezelf vergelijkt zwarte piet zeggen wij zwarte piet vergelijken onze donkere mede mensen kozp,2
vrij overeenkomsten kozp lijkt,2
ontzettend triest vind elk geluid gehoord zoals kozp gehoord gaan nee grijze piet waar houd zoals teveel aandacht geeft kansloze comments krijgt kozp aandacht,2
oh nee vind zwarte piet makkelijk vervangen grijze piet mag mededelen kozp laatst breda stond demonstreren grijze piet waar gaat ophouden,2
mensen heleboel overeenkomsten kozp,2
kunt correlatie overleggen tussen ongevaccineerden mensen hekel kozp opzicht schijnbaar racisten,2
jullie demonstreren demonstreren vandaar jullie breda stonden demonstreren grijze piet terwijl jullie kozp heten geef gewoon toe verdien model jullie vooral gesteund onzekere blanke vrouwen midlifecrisis,2
intriest volk lui kozp,2
snap goed kozp zoeken volendam coke snuivende rascistische incest volk apart totaal los staat maatschappij kansloos laat uitschot lekker rust,2
subsidie krijgen stop stopt heel kozp,1
jesse klaver 3 4 jaar blind openbaar martelen 14 maart opdracht haagse burgemeester spreekt eieren oliebollentractatie onaangemelde kozp demonstrantie volendam,2
eeuwenoude tradities europa waar kozp weten katholieke kerk,2
precies herinner corona demo s vreedzaam zat live mee kijken werden zogenaamde wappies zowat doodgeknuppeld lul rot kozp idioterie ten top zwartepetiszwart,2
vrouw gewoon geweldig goed bezig kick out kozp,2
volendammers natuur werk lieten gaan zouden fascistische racisten volendamse piranha s haven gevoerd gelukkig volendammers gouden hart kozp kreeg vreedzame oliebollen eieren vis mee mee lange reis terug,0
landverrader groene leugen khmer yasser feras soros blm antiva kozp komt fascistische wef schwab steen gekropen stinkend plasje airfryers ratten volendam overkomen nietsvermoedend bus kregen vreedzameoliebollen meeterug,0
nou volg vind wel leuk af toe effe z n tijdlijn scrollen misschien verkeerds gezegd tekeer ging kozp,2
sterker staat expliciet doet twitter probeert duidelijk afstand nemen uitzending gezegd herinner goed viel ging specifiek zwartepiet tweets zoiets,3
mensen kozp aanvalt perse racistisch net zoals zwarte piet per definitie racistische karikatuur,1
nou maakt uithaal wel meteen duidelijk zwartepiet kozp,1
vind grappig,1
eieren gooien strafbaar tijdens schandelijke aangekondigde actie kozp volendam opruiing randfiguren mag w l we vreemd land,2
klopt pedofiele kozp vedette nelson maatman inderdaad nederland geboren,2
nou nee eerder willen zien airfryer idioten alleen rotzooi zoeken strafrechterlijk vervolgd kozp afschaffen doe kokozp,4
bijzonder jullie denken degelijke acties strijd racisme zwarte piet vooruit helpen zoeken jullie aandacht begrip,1
lui kozp triest volk,2
ga lekker nieuwe hobby zoeken zwartepiet 0 0 racisme maken stop kinderfeest verzieken,1
wimpertroela mita overvliet noemt kozp demonstranten superspreaders liep buiten corona heel parijs besmetten,3
wimpertroela mita overvliet rondliep parijs corona kozp demonstranten bewijs vaccinatie test zien,3
trots inwoners volendam kozp jullie moeten kapot schamen,2
oer hollands dorp volendam onverwacht binnen gaat groep kozp activisten gaa,2
fascisten fascisten kozp overrompelden volendam volendammers verstandig o,2
volendam schamen vindt kozp kinderen aangemoedigd bekogelen valt n,2
agressie kozp hoop geschreeuw mic plots orde verstoren markt kozp zelfmedelijden zwarte piet rascisme maken kinderfeest misbruikt schandelijk,1
agressie kozp hoop geschreeuw mic plots orde verstoren markt kozp zelfmedelijden zwarte piet rascisme maken kinderfeest misbruikt schandelijk,1
agressie kozp hoop geschreeuw mic plots orde verstoren markt kozp zelfmedelijden zwarte piet rascisme maken kinderfeest misbruikt schandelijk,1
sommige mensen blijven volhouden zp racistisch vervolgens kozp zeggen mogen rotten eigen land,1
los kozp betogers rustig markt lopen kinderwagen idioot gaan schreeuwen n megafoon wit zwart geloof 10 oliebollen krijgen,1
aangemelde demonstratie demonstrant busje vervelios komen provoceren minder kozp simons volendam sylvanasimons,4
kozp mocht komen omgekeerde wereld,0
misselijk volk blanke helpers kozp karma meedogenloos,1
kozp vergunning einde discussie,2
5 jaar geleden kozp bestaat 10 jaar 5 jaar geleden discussie echt volle gang zie reacties 2016 tweet 100 bewust statement toentertijd allang neutraal onderwerp wel wb opduiken oude tweets,2
studenten spanje,1
speciaal kozp markt volendam gekomen zweren andersom zelfs stapt af minder mag megafoon vrijbrief iemands oor schreeuwen diezelfde megafoon,0
bijvoorbeeld kozp gratis volendam vervoerd bussen maatschappelijke organisatie oa gesubsidieerd a damse deelgemeente overheid betaald activisme,0
donkere mensen zp uitmaken debiel denkt kozp stopt zwart piet ef wellicht naam corona carnaval bezig subsidiestromen geveinsde maatschappelijke veranderingen zullen echt opdrogen,0
wees nou gewoon eerlijk onaangekondigd bus uitrennen onschuldige mensen straat intimiderende racistische teksten lastig vallen niks demonstreren maken gewoon asociaal intimiderend huftergedrag kozp gewoon foute mensen kickoutkozp,1
bedoelt zeker impressie agressieve amsterdamse racisten uitgekotst gastvrije volendammers kickoutkozp,1
weet sylvanasimons koffers gepakt nederland verlaten wel paar zwarte pieten gezien gisteren zeg bye bye sylvana you lost sinterklaas zwartepiet,1
hahahaha,1
hup volendam genoten jullie racisten,1
kozp 2011 tweet provicatie flauw graven mee toont helaas wel trend,2
nee onaangekondigd markt opstormen racismekaart trekken geschiedenis aanhalen waarom zwartepiet deugen terwijl waar vandaan komt grootste slavenhandelaren ff begint huilen racisme,2
hoi filmpje gefilmd kozp t m weer bus zaten bekogeld werden eieren oliebollen prachtig jij filmpje ergens,2
helpen linkje hele filmpje kozp bus stappen t m weer zitten illustreert namelijk mooi uitlokking daarop terechte reactie volendam,2
hup iedereen alle abonnementen kraten opzeggen werkelijk waardeloos video s ziet zie duidelijk kozp uitlokt,2
och och eerst uitlokken achteraf huilie huilie rasisme kaart trekken kozp serieus subsidies gehad jaar jaar schandalig,2
vrouw traumatische herinneringen feit vroeger uitgescholden zwartepiet d66,3
martin bosma legt zwarte piet d66 kozp,3
johan derksen wederom gelijk kozp gewoon neerleggen doel bereikt helaas klaar veronicainside,2
kozp gewoon uitgelokt jank verhaal hangen veronicainside,2
kozp lokte meteen keihard megafoon gezicht blazen gewoon uitlokking weg gasten veronicainside,2
dezelfde soort verbale agressie kozp volendam,1
vraag hoever kozp willen gaan,2
kozp terecht kwaad iedereen recht vrije meningsuiting recht demonstreren geldt alleen blanke mensen,2
iedereen recht vrije meningsuiting demonstratierecht kozp geldt alleen blanke mensen,2
niks zie amper centrum wijken betalen wij belasting betalen zie 1 dag zwart geel buiten moeten wij koffie betalen inplaats bescherming,2
klinkt wel grappig kozp oliebollen verdreven volendam vindt wel humor zie wapen hoef gebruiken neem zak oliebollen gooien haha,2
stel rutte zeggen feit realiteit nederland onwaarschijnlijk ondertussen,2
verdeel heers anti groeten mr colour revolutions soros gezin via o s f sponsort bijv kozp amp aanverwante verdeel amp heers clubjes nederland jaarlijks 5 miljoen einde land volk amp onze cultuur wij mogen,4
fuck kozp,1
waar geweld gebruikt vinden kozp eindhoven groningen volendam belaagd nooit zien terug gooien etc vele ogen irritant ongewenst geweld gebruikt,0
volgens gario ermee begonnen moeder uitgemaakt zp ver kozp denk ineens surinaams accent sint journaal meewerkt wanneer zegt karikatuur,0
volgens quincy gario ermee begonnen moeder straat uitgemaakt zwarte piet waar gebeurde kozp,0
zie agenten alleen kozp demonstranten beschermen jij praat poep,1
never blij drenthse dorpjes gewoon lekker ouderwetse zwarte pieten zie lui kozp moeten denken waar demonstreren klassieke boeren vissersgemeenschappen geaccepteerd politiek statement wilt maken neem stad,1
volendam jaagt kozp weg mazzel gehad via,2
sinterklaascadeautje uitgepakt vandaag gevonden m n schoentje m n brievenbus jij sinterklaas zwartepiet hoor dtv coronamaatregelen,3
gaat wappies kozp beangstigt iedereen neanderthaler gedrag volendammers eigenlijk we gaaf vindt we land afgezakt vind,2
objectieve berichtgeving blijft probleem ad ach boodschapper dienst kunt t kwalijk nemen absolute neutraliteit z n baan kwijt volendam kozp,2
kozp nieuwe vluchtelingenstroom,0
volendammers hulde kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moete,0
mag overal ten allen tijden belaagd voren weet markt waar lui ineens megafoons staan schreeuwen jij lekker kinderen loopt roepen weg zwartepiet wijs jij,0
gevoel hele traditie kerstpersoon genoeg sint piet wel leuk vinden name kinderen laat gewoon vieren groepen kozp,3
politie moeten ingrijpen vreedzame demonstranten moeten beschermen vrijheid meningsuiting,3
kozp kinderlijk ongeregeld zootje prutsers,2
wanneer ga traditie kozp overnemen staande poepen wc echte racist jou probleem denk jou hand nee jij scheld,0
snap verdedig waarom volendam wilt waarom goedgekeurd protest wist zeker mis gaan slecht nieuws beide groepen kozp volendam,3
kozp missen paar chromosomen,3
via diverse nevenactiviteiten stichtingen doorgesluisd kozp,3
bedoel kozp n mevr simons blazen boel enorm cre ren juist racisme willen zien,0
brian denk zelfs 99 9 mee bedoelt rest grijpt elke gelegenheid discrimineren racistische opmerkingen maken zwarte piet mee maken distantieer elke vorm discriminatie mensen kozp,0
kozp kozp bedanken,0
ding net zulk dom gedrag lui kozp lui gewoon elkaar vuist gaan mensen absoluut racistisch wel st klaas vieren gewoon rust laten,0
mee exact reden kozp mensen uitstaan hekel kinderen,0
helemaal shashi aggressieve manier waarop kozp ideeen dramt wek heel weers,0
vriendjes kozp grof verbaal geweld gehoorschade veroorzaken megafoon illegaal demonstreren mensen intimideren allemaal gesubsidieerd belastinggeld ok jou,0
gedraagt duidelijk zielig gefrustreerd portret verlaagt scheldpartij niveau jou gehate volendammers net vriendjes kozp echt ongelofelijk onzin gefinancierd belastinggeld,0
vraag af wanneer vereniging rijkssubsidie ontvangt kozp regels houdt geld,0
weet pas racistisch heel groepje kozp voorheen nooit problemen sinds kozp,0
kozp stel sneue kneuzen,2
kinderen angst inboezemen racistisch gebral zoals destijd gouda hallo ok,2
politie jullie inmiddels wel iedereen kozp uitmaken racist,2
waarmee gewoon aangeeft kozp openbare orde verstoorde,2
voze onderbuik vvd vol strijd kozp,2
idd bent alleen vragen stellen gaan overtredingen kozp begin,2
anti kozp tweets,1
gast denkt cht demonstreren nederland hetzelfde dem,2
firma kozp kick out zware plavuize,1
belastinggeld taliban belastinggeld palestijnen belastinggeld biomassacentrales belas,2
kozp demonstratie conservatief volendam pvv campagne haagse schilderswijk agressie g,2
how can you be a bedroom activist lying on your back and earning money for kozp,3
onzin kozp bedreigt niemand moslim terrorisme geregistreerd moslim terrorisme zodanig benoemd dreigingsmonitor halen 10 man,2
beelden waarop kozp tegendemonstrant toeloopt 10cm megafoon oor toeteren zie graag tegemoet kommaardoor,2
aanval demonstratie kozp greep vonden kennelijk prima,2
nee onzin tegendemonstranren gingen helemaal los zoveelste vreedzame protest kozp,2
jankers,1
vanavond opent journaal ermee gaat oliebollen kozp ers jasje kregen vanavond mag syl m zeggen verschrikkelijk racistisch tweede kamer beide kozp syl land afglijdt,2
sorry hoor even lachen kozp jankerds eindelijk krijgen blokkeerfriezen beetje tegengas eindelijk,2
mogen blij waxinelichthouder hoofd gekregen jankerds kozp tuig,2
jeetje aardig volendammers konden kozp gratis eten waar eerder vriendelijk onthaald,2
adviseer kozp iran protesteren,2
kick out kozp d66,2
kick out kozp,2
we jaren mevrouw simons nou precies voorzitter mevrouw simons hekelt nederlandse tradities kwelgeest zwartepietmoetblijven kickout kickoutzwartepiet volendam,2
kant wilden eindhoven kleur pieten kozp keihard afgewezen wees blij mee doe water wijn geven nemen,2
zeggen staat weer gekleurd hoor kozp he achterbaks wel vraagje waar sinterklaas zeker blank,2
kozp racisme betaald waku fest einde getekend ziet zwart geeft stank overlast klaar mee amsterdam,2
racistisch geweld alleen volendammer vreedzame kozp demonstranten bekogelt extreemrechts kamerlid zwarte collega intimideert k structureler niveau juist politieagent commissievoorzitter nalaat,2
waar ter wereld ontvangt opruier made ghana 300 000 00 harde euro s subsidie nieuwe thuisland,2
bullhorns rasiest z n bek bl ren waar kinderen feest waar jeugdelijke magi,2
vredelievende aanhangers kozp waarom extremistische clubje opgerold jullie,1
belastinggeld taliban belastinggeld palestijnen belastinggeld biomassacentrales belastinggeld kozp belastinggeld urgenda,2
fijne gebalanceerde berichtgeving ad ondersteunt artikel vijf tweets alle vijf nadrukkelijk v r kozp,2
waarom idioten kozp nederlandse antillen zwartere zwarte piet,3
hulde politie geweldig opgelost politie hele land opruiers kozp zodra kop laten zien weer bus jagen,2
kozp zoeken volendam we hen duidelijk gemaakt,3
kozp mag blij haven beland mogelijkheid volendan we moeilijk wilt zwemmen geregeld,3
mevrouw simons voelt zelfs tijdens overleg tweede kamer specialisten veilig letterlijk net veilig voelen maw voelt tweedekamer onveilig bij1 gelul bang zwartepiet krijgen misschien,2
lamstralen kozp onaangekondigd komen zeker strafbaar megafoon kinderen stuipen lijf jagen,2
snapt zooitje kozp onderhand overal uitgekotst,2
lamzakken nederlandse samenleving kozp,2
ongetwijfeld staat weer leger activistische prodeo advocaten klaar namens kozp volendam kosten staat gaan procederen,2
volendam nergens schamen kozp kwam onaangekondigd demonstreren nietsvermoedende sinterklaasmarkt brak vrede nietsvermoedende winkelende burgers kozp overtrad lokale verkeersregels 2 bussen verkeer rijden,3
jullie maken n grap demonstratie kozp aangekondigd gedaante overval nietsvermoedende burgers sinterklaasmarkt volendam adviseer gemeente volendam aangifte verstoring openbare orde kzop,3
wanneer gaan we kozp ondermijnen bommetje ofzo,1
kozp wees blij stenen denk,2
well kozp if you cannot stand the heat stay aw,2
meerdere filmpjes gezien trouwens waar jong oud verzetten verbale geweld vanuit kozp gewoon mensen markt inkopen,2
mieter even krukje 1 weekend ff heel erg actief twitter mentioned ff kozp voorstellen,1
opeten wel kozp demonstranten buurt,2
laten gaan deel racisten krijgt warm gevoel can sls aandacht jrijgen tweets discussie mogen lozen contact zoeken vergiftigd willen engel kozp,2
sinterklaasfeest stel club kozp bedrijf rest jaar november 2022,2
serieuze vraag opzicht kozp gevaar democratie gaat demonstraties,2
snap onderwerp zwarte piet enorm gevoelig ligt beetje demonstratie kozp haalt meeste voorstanders zp slechtste voren reageert schuim mond schuwt vaak geweld dl2,2
enigen achter lopen jullie achter ellende jullie keer keer veroorzaken geschreeuw gedram trouwens jullie genoeg donkere mensen vinden jullie standpunten steunen ivm blanken nsb jullie groep dtv,1
jij vind actie kozp normaal beschaafd jullie haat 1tweet,1
niks zandbakargument gewoon uitlokking kozp weet best grapjas,0
volgend jaar negerzoenen trakteren misschien waarderen wel hahaha,1
top jullie oliebollen trakteerde gewaardeerd volgend jaar negerzoenen trakteren,1
meteen opgesloten zie nooit terug volendam krijgen traktatie vorm oliebollen klagen ondankbaar noem,1
oliebollen lekker gastvrije volendam trakteerde jullie daarmee lief,1
hou twitteren bel rechtstreeks klusje zit springen,1
yep deden o a amsterdam ware aard kozp,4
jouw geloof mijne reacties gehad speech persoon iedere zwarte piet kwam persoonlijk kop wilde schoppen opdringerige demonstraties kozp zelfs kleine kinderen doodsbang maakten,4
kwam kozp volendam zwarte pieten promoten,4
opdringerige demonstraties kozp zelfs kleine kinderen doodsbang maakten ware aard beestje,4
reactie steen leeft wel duidelijk serieus 1e google search 1e hit overige frustraties gelijk duidelijk doel inmiddels helder,4
you reveal your own racism it s an insult to the netherlands not to ban zwartepiet hasn t the history been brutal enough why would you to perpetuate the insult,1
oproerkraaier gelooft zichzelf geheel betrouwbaar gezien z n leugens verleden land aanstast afriyie oprotten ghana neem oproeper geweld akwasi mee never terug komen kozp kickoutafriyie,2
faliekant subsidi ren zulke clubs overheden verbieden wacht steeds strafrechtelijke vervolging vsn heer akwasi moment mag meneer buiten wet bewegen oproepen geweld kozp,2
kozp wilde graag even scoren nou mooi paar eieren oliebollen kop gehad gevraagd reactie nou ie verder zeuren,3
illegaal demonstreren strafbaar kozp boete krijgen zodat volgende keer nadenken dak willen gaan,3
nieuwe traditie geboren oliebollen gooien kozp waar komen,0
helden gewoon traditie moeten oliebollen gooien kozp trouwens maken waar komen,0
sta dochter goede voorbeeld geven jij staat oetlul handen elkaar heen ok dochter mag kansloos,1
triest agenten wegduiken weglopen helemaal niks situatie vanaf begin demostratie snap wel hoef geleerd n vissersdorp kent iedereen elkaar agent vrienden behouden grijpt,1
jij goed gekeken filmpje kozp liep markt vervolgens komt moeder baby aangelopen moeder loopt kaarsrecht achter babywagen vervolgens loopt confronterend jerry afriyie af zie lichaamshouding wel eerlijk kerel,1
wij crowfunden boete wel hoor ingrid laffe jankeballen zeg kozp komen intimideren mensen oorbeschadigingen schreeuwen megafoon terwijl verbod stop jullie culturalappropriation onze sinterklaasfeest,2
kozp doet gewoon culturele toe eigening proberen onze traditie hunne maken eigen hand zetten blijven drammen huidskleur racisten culturalappropriation andersom hulde ingrid amp hollandsche oliebol,2
actions will have consequences i know this a forgotten fact but not all dutch are spineless sheep and will react appropriately you either act normal or be treated accordingly,1
kozp recht mening recht vrijheids meningsuiting waarom dringt probleem ga alleen hol leeuw ga provoceren demonstrant,0
kozp subsidie weer veilig gesteld volgend jaar verhaal kozp groter alleen zwarte piet gewoon aandacht willen krijgen,1
afgelopen gedemonstreer kozp doel bereikt misschien twee cijfers achter komma afgelopen vind overigens klinken woorden dictator vind,1
vdam kleine plaats menselijke maat n plaats megafoon maat groot inlevingsvermogen kozp ver zoeken andersom wel verwacht,1
hoeft megafoons n dorp past gebrek inlevingsvermogen valt kozp verwijten intimerend zeker kozp speciaal vdam komt mensen inlevingsvermogen verwijten,1
kozp af toe optreden anders subsidie kwijt persoonlijk regenboogpiet zwart kleur kzop echt ophouden gedram,1
hulde alle volendammers wel reageren kozp dorp uitjagen,2
hulde volendammers manier achterlijke kozp weg krijgen,2
koenen ziet huidige generatie blijkbaar stel buikspreekpoppen voorouders staat inzicht ontwikkelen staat ver af werkelijkheid lieden verliezen scheldpartijen kozp verantwoordelijk,0
kozp lieverds,2
kozp vogel vrij,2
fan volendam,1
these are also kozp who illegally started this demonstration like always these dindu s don t give a damn about law and order and children parties that s why we rather have them chained,0
,1
stoppen kozp kwaad,2
dichtbij megafoon oor uitschelden strafbaar volendam kozp,2
hoofd maakt vriendjes kozp nederlandse tradities gaat staan pissen daarna voorstanders daarvan af branden erik verweij advocaat vvd kandidaat steunt links subsidieclubje x lid terroristenclubje y soumaya fonda,1
nee hoor dorp stedelingen moeten ellende kozp pikken mond dicht wegblijven ga jezelf ergens anders zielig zitten vinden centjes belastingbetalers volendam mag trots,1
iedereen pro kozp moeite schone zuurstof waard,1
jullie terroristenclubje snap wel haatzaaiers kozp steunt,1
daarom komt jullie goed burgers accepteren reactie komen kun weer jankerige zielepiet zeurgeluid opzetten,1
hopelijk jullie ooit aanklagen wegens uitlokking wel duidelijk jullie nooit vreedzaam komen protesteren hoop stennis even langskomen kinderen plezier ontnemen,1
kicken jullie wel,1
pijn slavernijverleden waar nooit deel uitgemaakt bedoel bereiken willen slavernij heel lang geleden afgeschafd piet racisme maken schaam surinamer zijnde kozp,0
rest gaat wel genoeg zwarten kozp mag grens gaan kijken,0
kom gaat zwarte piet gaat kennelijk tafel zitten 20 liever 50 vd subsidie binnen harken lullig kinderfeestje gebruikt anders gekund,2
waar maakt druk inderdaad ergere dingen waar maakt kozp druk,2
plaats eieren gooien goed pak rammel beter plaats kozp criminelen,2
ei werpen mag verheugen toenemende belangstelling open nederlandse kampioenschappen jaarlijks friese makkum gehouden trekken steeds deelnemers steeds bezoek ei werpen fun kozp ei vangen,3
klopt blokkeerfriezen veroordeeld waar akwasi bedreigen vrijuit gaat kozp alleen rellen kinderen demonstreer dag kinderen samenkomen enige empathie trots gt,3
volendammers helden,1
rot neem banaan,1
kozp nachtmerrie alle kinderen kinderen houden zwarte piet vinden lief zwarte piet houdt,2
actievoerders kozp getrakteerd volendamse lekkernijen weer klagen nooit goe,2
bekogeld visafval daarna hele groep steuntrekkers bus weer terug huis hoop sta,2
demonstratie hoort gemeld geregisseerde provocatie actie t b v media aandacht subsidie inkomsten waarbij onschuldige mensen megafoon gezicht geschreeuwd soort acties schade strijd racisme ongelijkheid,2
pro schoorsteenpiet vind provocatie kozp volendam net slecht pruimen reacties provoceren polariseren leidt oplossingen,2
volendammers lachen h lemaal gek omzet gaat dak volendam kozp,2
intussen gaat volendamse middenstand speer dank airfryer volendam kozp,2
kozp,2
promoot ie,1
volgende keer graag aanmelden mee volendam oliebollen gooien,2
reacties snapt gelijk waarom nodig kozp doet,1
demonstreren sneuneuzen enige momenten ellende rondom kozp anderen ellende gingen veroorzaken,1
awel vroeger zegt zwartepiet vroeger beslist beo,2
laat lachen merendeel nederlandse volk duidelijk kozp stelletje soros betaalde oproerkraaiers jullie zoeken volendam lariekoek,1
zwarte piet racisme punt even moeite geschiedenis erop gaan weten zwarte piet sprookjesfiguur mens vlees bloed hebt mouw laten spelden deugt kozp deugt meter,1
kozp demonstranten goed doel integendeel kozp laat gebruiken betalen george soros verdeel amp heers propageert elkaar drijven democratie laat elkaar i j waarde val dorpen eigen mening dringen,1
waarom denk kozp volendam gaan iedere simpele ziel voorspellen volendammers reageren slachtofferkaart weer trekken gewoon hele stomme actie kozp,2
bedoel n goede uitkomst anderen veroordeeld kozp dreiging handen,3
ontken meestal houdt kozp koest gaat tegendemonstratie schreef blokeerfriezen voorbeeld kozp aankondigt ergens gaan demonstreren wijken gemeenten vanwege tegendreiging,3
netto resultaat blokeerfriezen veroordeeld overtraden wet kozp goed uitkomst helemaal,3
degenen qua overtredingen schreef gaan net weer kozp misschien even achter oren krabben netto resultaat nou goed effectief tradities wilt opkomen althans,3
ooeee kozp kom aub apeldoorn jullie komen kleerscheuren blauwe plekken stad,1
even druk racistische geweld volendammers brave provocerende megafoons uitgeruste oliebollen veul belangrijker,2
kozp erg vindt aansluiten dikke rijen kleurrijke medelanders vertrekken landen geregeerd blanke mannen oh wacht effe,2
kozp erg vindt aansluiten dikke rijen kleurrijke medelanders vertrekken landen geregeerd blanke mannen oh wacht effe,2
kozp erg vindt aansluiten dikke rijen kleurrijke medelanders vertrekken landen geregeerd blanke mannen oh wacht effe,2
kozp vreedzaam naam alleen zegt genoeg daden zover onvermijdelijke tegenreactie natuurlijk koren molen landverraders,2
amehoela volendammers maakten gewoon gebruik tegendemonstratierecht kozp uitspraken gedrag veroordeling oa afriye akwasi blijkt keer keer geweld geoorloofd vinden huilebalken hypocriet kokozp,0
tja mogen mogen doet kozp verkeerd wel bent reageren conservatieve mensen hysterisch,2
gaat feit voorbij demonstratie aangemeld verboden tevens provocerende gedrag kozp opgevallen filmend kwamen bus hopend rellen zodat weer klagen jammeren nederland vol racisten zit,0
hoezo eigen gelijk welke eerdere tweet blijkt jij kant kozp staat,0
zouden activisten kozp vijf uur opstaan asperges gaan steken ander werk denk drie dagen volhouden,0
vvd afkeer jegens kozp activisten begrijpt reactie veroordeelt zegt wel weer genoeg partij volendam,0
blijkbaar interesseert grootste deel onze donkergekleurde medelanders kozp merendeel bestaat blanke huismoeders,2
totaal geobsedeerd kozp wel netjes 2 kanten bekijken eenzijdig zoals jij doet sterkte tunnelvisie rest ga verder dingen meerdere kanten bekijken,1
praat vooral goed club werk mee soort incidenten toekomst nooit genoeg kozp gaan net zolang hand zetten macht,1
